clear,cloudy,haze,partly_cloudy,agriculture,artisinal_mine,bare_ground,blooming,blow_down,conventional_mine,cultivation,habitation,primary,road,selective_logging,slash_burn,water
0.8856136807047659,0.41301417543639507,0.26154581949736183,0.2621705120127298,0.6796015075873142,0.05651543678436768,0.041195226075741186,0.018770439992598177,0.005007710144138028,0.017422366572757267,0.2359379501783898,0.23516857654818346,0.9959575437403352,0.46577691441372215,0.02538238984466665,0.020147289893819992,0.5494298781478894
0.9096372359907238,0.5310538772201618,0.36007333489035653,0.3539296213497301,0.750411059617866,0.13047755798570887,0.0843604629210976,0.019389353054661232,0.007810815936955382,0.03055666468046752,0.28164257886148597,0.3393452149605356,0.9964134026604909,0.6249700311228916,0.02852685479178221,0.023968106246495816,0.6482660942475774
0.9321020603119446,0.591761069624428,0.4028300974268639,0.5377945610883418,0.7910934756820518,0.1604485502008369,0.12311181872204296,0.0177598603361546,0.01492059120874141,0.04658171633862038,0.3460838518382231,0.38398106542995036,0.9967507212535779,0.6760617610547637,0.06853459144323895,0.021668202044201133,0.6914721461247826
0.9500823574262175,0.5837762992968816,0.4841319164543135,0.6628374501656747,0.8208688607021287,0.1076990910053257,0.07952029350650533,0.02680401182700355,0.019400714487396827,0.018494177541436084,0.3933862880329639,0.41597278068162663,0.9968483024966772,0.7114443664376455,0.06488754530559156,0.023889385848686637,0.72686654571565
0.9544710000934289,0.5804861766110324,0.22999097914603395,0.7355234040186696,0.8157780317642177,0.09563882420195018,0.11929469153733445,0.03395122080866053,0.0460751187957283,0.02540191762827735,0.4016950576984475,0.421596517447625,0.9968963702536193,0.7245532333466972,0.09962927388659942,0.03133160901634906,0.6252640680425612
0.9693967642187324,0.6697899768329229,0.5578395260658888,0.8029052691021992,0.8653206611004052,0.35406411982232194,0.18190383153514655,0.036287699809956754,0.050052592085615695,0.1422945594908407,0.4662539568397482,0.477469468950619,0.9973361222858346,0.7718990919328886,0.13184771961159197,0.049544840097076964,0.7585878457702901
0.9707892715511415,0.6890827582290607,0.5747970899770695,0.8148736185463332,0.8674279285265882,0.37429009823479625,0.1684822297395343,0.047946388180172134,0.020473927518197273,0.1125996393499948,0.4908514708610379,0.5086227500335535,0.9973216717653375,0.7872632473763898,0.12808919387800557,0.04017701208548754,0.7673654520481004
0.9723948612084874,0.6988957066937347,0.5477247360618585,0.8201441612896186,0.8699092709944449,0.3719306808945462,0.18226065673320052,0.04110142952013064,0.03279317238547713,0.0959450994411299,0.48152377090024645,0.5163016666055142,0.997267828078471,0.7843154286921541,0.1296169765722822,0.044965853686573805,0.7675875364699677
0.9745492702557577,0.7222814861003498,0.5543159529483411,0.8318507929698923,0.871597309442131,0.429764568778389,0.16432561940502394,0.05588991551847175,0.030874769934482488,0.097630334727896,0.5161243761777775,0.5189560175273019,0.9976089589269712,0.7838291553025969,0.1664326897994837,0.04368075514596798,0.7714335003242286
0.9766412237315539,0.7228175016812697,0.5893644944923433,0.8284232162632779,0.8739066174586788,0.4027230712246867,0.19565236250790077,0.0511394990094767,0.0331223791703004,0.2770575411004905,0.524226005129133,0.5363521738263379,0.9975751380004557,0.7825642526074701,0.1863167330459713,0.03990091051669763,0.7687092062386263
0.9770605744664972,0.7358366866578627,0.5897505470017902,0.8386893468540952,0.8742060677909766,0.4548889133212582,0.1885569709453508,0.05806205194681207,0.04837650153668122,0.2727175265313586,0.5309742069775679,0.5431234732610094,0.9977608333732031,0.795402891093893,0.15893438164657597,0.044561474817188654,0.7809093765177221
0.9781291819459174,0.7462043874508473,0.5931720150810693,0.8488616116138787,0.8807523711922606,0.45370343113203376,0.19405284390212452,0.0587312583044442,0.06986306387394896,0.26331176844284054,0.533081668181011,0.5350400546065159,0.9977554044247651,0.7990335604683665,0.16751904661725545,0.045187927744514474,0.7701059340250671
0.9771831628380542,0.756477699921399,0.585414593842812,0.8465157029233302,0.8803301622089882,0.4257094135268601,0.18956036830543121,0.06065979685624199,0.05952413089997983,0.196953377294267,0.5306296873602848,0.5372483559803005,0.9976143961162176,0.8010931997283274,0.18018723319728722,0.045430380550025094,0.7681948989500003
0.9777958055057419,0.7680660288870934,0.5766060673770953,0.8478949383567027,0.8660730997274851,0.44171413398256587,0.19196248467550767,0.05320437464955002,0.09392263490445209,0.28998989036715217,0.5163525873642003,0.5200493123275782,0.9966865572365822,0.7838121333775075,0.18144551079422286,0.045924520121731746,0.7652792433883623
0.9786366802410269,0.766497739884604,0.6002283036514935,0.8567209354404901,0.88202842653305,0.46401872681382184,0.1935138539678546,0.06305682169965074,0.08192326112548227,0.21975771486980802,0.5375112175110599,0.5479357810609639,0.9976737018754598,0.8020751891858546,0.17402267154147494,0.04592854999818045,0.7742329185594964
0.9782377640190798,0.7700989034029002,0.6029830450632316,0.8534123554432314,0.8857328037880532,0.4305005971864485,0.18782857235884978,0.058555246451349484,0.08499679308760263,0.19304643098187999,0.5386697266832421,0.542944245915951,0.9977564825078262,0.8072610139915674,0.15587485888323846,0.0432526152893352,0.7722721917892899
0.9787324095948059,0.7694057407842407,0.5968161652242225,0.8582718181669496,0.8877375255464149,0.42365937087822014,0.18690678719341025,0.05721344783906944,0.09140805278618234,0.2630667128166752,0.548594849206077,0.5457460247890462,0.9977493461145901,0.8099330947492145,0.16958724504081243,0.0509614730662876,0.7772939562672855
0.9789636480246424,0.7663020942112518,0.5933991144849634,0.8583575835357657,0.8893617533291677,0.49358718733430124,0.20754202382000908,0.06956721337528765,0.08656910610363733,0.29497739740086354,0.5486053011349131,0.5540158823987027,0.9968738374320611,0.8132196318173701,0.16794536268161384,0.04666048041433486,0.7798997785057136
0.9776957894754407,0.7694877636459098,0.5912830092611278,0.8592822884443201,0.8880592553371559,0.40629370008599414,0.20159280777812144,0.061629808559253006,0.07190337208038455,0.2132316985783101,0.5476632605807347,0.5433131946571936,0.9969640839341007,0.8053092693279715,0.16049638803517277,0.04994292779607707,0.7671408805321099
0.9785045954665957,0.7632251058396922,0.5911555839790599,0.8588019536953129,0.8892715917546109,0.5061039996616606,0.19886650556975294,0.059238081720085295,0.08756741430631002,0.24358076760871258,0.5482645742297709,0.552090915454926,0.9965661122020688,0.8112532658478522,0.18056471811302646,0.042906371389001594,0.7801142655522509
